"","Id","TotalSteps","TotalDistance","VeryActiveDistance","ModeratelyActiveDistance","LightActiveDistance","VeryActiveMinutes","FairlyActiveMinutes","LightlyActiveMinutes","SedentaryMinutes","Calories","Weekday","ActiveMinutesTotal"
"29",1503960366,12207,7.769999981,3.349999905,1.159999967,3.25999999,46,31,214,746,1859,"Tuesday",291
"30",1503960366,12770,8.130000114,2.559999943,1.00999999,4.550000191,36,23,251,669,1783,"Wednesday",310
"31",1503960366,0,0,0,0,0,0,0,0,1440,0,"Thursday",0
"32",1624580081,8163,5.309999943,0,0,5.309999943,0,0,146,1294,1432,"Tuesday",146
"33",1624580081,7007,4.550000191,0,0,4.550000191,0,0,148,1292,1411,"Wednesday",148
"34",1624580081,9107,5.920000076,0,0,5.909999847,0,0,236,1204,1572,"Thursday",236
"35",1624580081,1510,0.9800000191,0,0,0.9700000286,0,0,96,1344,1344,"Friday",96
"36",1624580081,5370,3.49000001,0,0,3.49000001,0,0,176,1264,1463,"Saturday",176
"37",1624580081,6175,4.059999943,1.029999971,1.519999981,1.49000001,15,22,127,1276,1554,"Sunday",164
"38",1624580081,10536,7.409999847,2.150000095,0.6200000048,4.619999886,17,7,202,1214,1604,"Monday",226
"39",1624580081,2916,1.899999976,0,0,1.899999976,0,0,141,1299,1435,"Tuesday",141
"40",1624580081,4974,3.230000019,0,0,3.230000019,0,0,151,1289,1446,"Wednesday",151
"41",1624580081,6349,4.130000114,0,0,4.110000134,0,0,186,1254,1467,"Thursday",186
"42",1624580081,4026,2.619999886,0,0,2.599999905,0,0,199,1241,1470,"Friday",199
"43",1624580081,8538,5.550000191,0,0,5.539999962,0,0,227,1213,1562,"Saturday",227
"44",1624580081,6076,3.950000048,1.149999976,0.9100000262,1.889999986,16,18,185,1221,1617,"Sunday",219
"45",1624580081,6497,4.21999979,0,0,4.199999809,0,0,202,1238,1492,"Monday",202
"46",1624580081,2826,1.840000033,0,0,1.830000043,0,0,140,1300,1402,"Tuesday",140
"47",1624580081,8367,5.440000057,1.110000014,1.870000005,2.460000038,17,36,154,1233,1670,"Wednesday",207
"48",1624580081,2759,1.789999962,0,0.200000003,1.600000024,0,5,115,1320,1401,"Thursday",120
"49",1624580081,2390,1.549999952,0,0,1.549999952,0,0,150,1290,1404,"Friday",150
"50",1624580081,6474,4.300000191,0.8999999762,1.279999971,2.119999886,11,23,224,1182,1655,"Saturday",258
"51",1624580081,36019,28.03000069,21.92000008,4.190000057,1.909999967,186,63,171,1020,2690,"Sunday",420
"52",1624580081,7155,4.929999828,0.8600000143,0.5899999738,3.470000029,7,6,166,1261,1497,"Monday",179
"53",1624580081,2100,1.370000005,0,0,1.340000033,0,0,96,1344,1334,"Tuesday",96
"54",1624580081,2193,1.429999948,0,0,1.419999957,0,0,118,1322,1368,"Wednesday",118
"55",1624580081,2470,1.610000014,0,0,1.580000043,0,0,117,1323,1370,"Thursday",117
"56",1624580081,1727,1.120000005,0,0,1.120000005,0,0,102,1338,1341,"Friday",102
"57",1624580081,2104,1.370000005,0,0,1.370000005,0,0,182,1258,1474,"Saturday",182
"58",1624580081,3427,2.230000019,0,0,2.220000029,0,0,152,1288,1427,"Sunday",152
"59",1624580081,1732,1.129999995,0,0,1.129999995,0,0,91,1349,1328,"Monday",91
"60",1624580081,2969,1.929999948,0,0,1.919999957,0,0,139,1301,1393,"Tuesday",139
"61",1624580081,3134,2.039999962,0,0,2.039999962,0,0,112,1328,1359,"Wednesday",112
"62",1624580081,2971,1.929999948,0,0,1.919999957,0,0,107,890,1002,"Thursday",107
"63",1644430081,10694,7.769999981,0.1400000006,2.299999952,5.329999924,2,51,256,1131,3199,"Tuesday",309
"64",1644430081,8001,5.820000172,2.279999971,0.8999999762,2.640000105,30,16,135,1259,2902,"Wednesday",181
"65",1644430081,11037,8.020000458,0.3600000143,2.559999943,5.099999905,5,58,252,1125,3226,"Thursday",315
"66",1644430081,5263,3.829999924,0.2199999988,0.150000006,3.450000048,3,4,170,1263,2750,"Friday",177
"67",1644430081,15300,11.11999989,4.099999905,1.879999995,5.090000153,51,42,212,1135,3493,"Saturday",305
"68",1644430081,8757,6.369999886,2.25,0.5699999928,3.549999952,29,13,186,1212,3011,"Sunday",228
"69",1644430081,7132,5.190000057,1.070000052,1.669999957,2.450000048,15,33,121,1271,2806,"Monday",169
"70",1644430081,11256,8.180000305,0.3600000143,2.529999971,5.300000191,5,58,278,1099,3300,"Tuesday",341
"71",1644430081,2436,1.769999981,0,0,1.75999999,0,0,125,1315,2430,"Wednesday",125
"72",1644430081,1223,0.8899999857,0,0,0.8799999952,0,0,38,1402,2140,"Thursday",38
"73",1644430081,3673,2.670000076,0,0,2.660000086,0,0,86,1354,2344,"Friday",86
"74",1644430081,6637,4.829999924,0,0.5799999833,4.25,0,15,160,1265,2677,"Saturday",175
"75",1644430081,3321,2.410000086,0,0,2.410000086,0,0,89,1351,2413,"Sunday",89
"76",1644430081,3580,2.599999905,0.5899999738,0.05999999866,1.950000048,8,1,94,1337,2497,"Monday",103
"77",1644430081,9919,7.210000038,0.8000000119,1.720000029,4.690000057,11,41,223,1165,3123,"Tuesday",275
"78",1644430081,3032,2.200000048,0,0,2.200000048,0,0,118,1322,2489,"Wednesday",118
"79",1644430081,9405,6.840000153,0.200000003,2.319999933,4.309999943,3,53,227,1157,3108,"Thursday",283
"80",1644430081,3176,2.309999943,0,0,2.309999943,0,0,120,1193,2498,"Friday",120
"81",1644430081,18213,13.23999977,0.6299999952,3.140000105,9.460000038,9,71,402,816,3846,"Saturday",482
"82",1644430081,6132,4.460000038,0.2399999946,0.9900000095,3.230000019,3,24,146,908,2696,"Sunday",173
"83",1644430081,3758,2.730000019,0.0700000003,0.3100000024,2.349999905,1,7,148,682,2580,"Monday",156
"84",1644430081,12850,9.340000153,0.7200000286,4.090000153,4.539999962,10,94,221,1115,3324,"Tuesday",325
"85",1644430081,2309,1.679999948,0,0,1.659999967,0,0,52,1388,2222,"Wednesday",52
"86",1644430081,4363,3.190000057,0.5199999809,0.5400000215,2.130000114,6,12,81,1341,2463,"Thursday",99
"87",1644430081,9787,7.119999886,0.8199999928,0.2700000107,6.010000229,11,6,369,1054,3328,"Friday",386
"88",1644430081,13372,9.720000267,3.25999999,0.7900000215,5.670000076,41,17,243,1139,3404,"Saturday",301
"89",1644430081,6724,4.889999866,0,0,4.880000114,0,0,295,991,2987,"Sunday",295
"90",1644430081,6643,4.829999924,2.390000105,0.349999994,2.089999914,32,6,303,1099,3008,"Monday",341
"91",1644430081,9167,6.659999847,0.8799999952,0.8100000024,4.96999979,12,19,155,1254,2799,"Tuesday",186
"92",1644430081,1329,0.9700000286,0,0,0.9499999881,0,0,49,713,1276,"Wednesday",49
"93",1844505072,6697,4.429999828,0,0,4.429999828,0,0,339,1101,2030,"Tuesday",339
"94",1844505072,4929,3.25999999,0,0,3.25999999,0,0,248,1192,1860,"Wednesday",248
"95",1844505072,7937,5.25,0,0,5.230000019,0,0,373,843,2130,"Thursday",373
"96",1844505072,3844,2.539999962,0,0,2.539999962,0,0,176,527,1725,"Friday",176
"97",1844505072,3414,2.25999999,0,0,2.25999999,0,0,147,1293,1657,"Saturday",147
"98",1844505072,4525,2.99000001,0.1400000006,0.2599999905,2.589999914,2,8,199,1231,1793,"Sunday",209
"99",1844505072,4597,3.039999962,0,0.4799999893,2.559999943,0,12,217,1211,1814,"Monday",229
"100",1844505072,197,0.1299999952,0,0,0.1299999952,0,0,10,1430,1366,"Tuesday",10
"101",1844505072,8,0.009999999776,0,0,0.009999999776,0,0,1,1439,1349,"Wednesday",1
"102",1844505072,8054,5.320000172,0.1199999973,0.5199999809,4.679999828,2,13,308,1117,2062,"Thursday",323
"103",1844505072,5372,3.549999952,0,0,3.549999952,0,0,220,1220,1827,"Friday",220
"104",1844505072,3570,2.359999895,0,0,2.359999895,0,0,139,1301,1645,"Saturday",139
"105",1844505072,0,0,0,0,0,0,0,0,1440,1347,"Sunday",0
"106",1844505072,0,0,0,0,0,0,0,0,1440,1347,"Monday",0
"107",1844505072,0,0,0,0,0,0,0,0,1440,1347,"Tuesday",0
"108",1844505072,4,0,0,0,0,0,0,1,1439,1348,"Wednesday",1
"109",1844505072,6907,4.570000172,0,0,4.559999943,0,0,302,1138,1992,"Thursday",302
"110",1844505072,4920,3.25,0,0,3.25,0,0,247,1082,1856,"Friday",247
"111",1844505072,4014,2.670000076,0,0,2.650000095,0,0,184,218,1763,"Saturday",184
"112",1844505072,2573,1.700000048,0,0.2599999905,1.450000048,0,7,75,585,1541,"Sunday",82
"113",1844505072,0,0,0,0,0,0,0,0,1440,1348,"Monday",0
"114",1844505072,4059,2.680000067,0,0,2.680000067,0,0,184,1256,1742,"Tuesday",184
"115",1844505072,2080,1.370000005,0,0,1.370000005,0,0,87,1353,1549,"Wednesday",87
"116",1844505072,2237,1.480000019,0,0,1.480000019,0,0,120,1320,1589,"Thursday",120
"117",1844505072,44,0.02999999933,0,0,0.02999999933,0,0,2,1438,1351,"Friday",2
"118",1844505072,0,0,0,0,0,0,0,0,1440,1347,"Saturday",0
"119",1844505072,0,0,0,0,0,0,0,0,1440,1347,"Sunday",0
"120",1844505072,0,0,0,0,0,0,0,0,1440,1347,"Monday",0
"121",1844505072,0,0,0,0,0,0,0,0,1440,1347,"Tuesday",0
"122",1844505072,0,0,0,0,0,0,0,0,1440,1347,"Wednesday",0
"123",1844505072,0,0,0,0,0,0,0,0,711,665,"Thursday",0
"124",1927972279,678,0.4699999988,0,0,0.4699999988,0,0,55,734,2220,"Tuesday",55
"125",1927972279,356,0.25,0,0,0.25,0,0,32,986,2151,"Wednesday",32
"126",1927972279,2163,1.5,0,0.400000006,1.100000024,0,9,88,1292,2383,"Thursday",97
"127",1927972279,980,0.6800000072,0,0,0.6800000072,0,0,51,941,2221,"Friday",51
"128",1927972279,0,0,0,0,0,0,0,0,1440,2064,"Saturday",0
"129",1927972279,0,0,0,0,0,0,0,0,1440,2063,"Sunday",0
"130",1927972279,244,0.1700000018,0,0,0.1700000018,0,0,17,1423,2111,"Monday",17
"131",1927972279,0,0,0,0,0,0,0,0,1440,2063,"Tuesday",0
"132",1927972279,0,0,0,0,0,0,0,0,1440,2063,"Wednesday",0
"133",1927972279,0,0,0,0,0,0,0,0,1440,2064,"Thursday",0
"134",1927972279,149,0.1000000015,0,0,0.1000000015,0,0,10,1430,2093,"Friday",10
"135",1927972279,2945,2.039999962,0,0,2.039999962,0,0,145,1295,2499,"Saturday",145
"136",1927972279,2090,1.450000048,0.0700000003,0.2399999946,1.139999986,1,6,75,1358,2324,"Sunday",82
"137",1927972279,152,0.1099999994,0,0,0.1099999994,0,0,12,1303,2100,"Monday",12
"138",1927972279,3761,2.599999905,0,0,2.599999905,0,0,192,1058,2638,"Tuesday",192
"139",1927972279,0,0,0,0,0,0,0,0,1440,2063,"Wednesday",0
"140",1927972279,1675,1.159999967,0,0,1.159999967,0,0,95,1167,2351,"Thursday",95
"141",1927972279,0,0,0,0,0,0,0,0,1440,2063,"Friday",0
"142",1927972279,0,0,0,0,0,0,0,0,1440,2064,"Saturday",0
"143",1927972279,2704,1.870000005,1.00999999,0.02999999933,0.8299999833,14,1,70,1355,2411,"Sunday",85
"144",1927972279,3790,2.619999886,1.159999967,0.3000000119,1.159999967,16,8,94,1322,2505,"Monday",118
"145",1927972279,1326,0.9200000167,0.7300000191,0,0.1800000072,10,0,17,1413,2195,"Tuesday",27
"146",1927972279,1786,1.24000001,0,0,1.24000001,0,0,87,1353,2338,"Wednesday",87
"147",1927972279,0,0,0,0,0,0,0,0,1440,2063,"Thursday",0
"148",1927972279,2091,1.450000048,0,0,1.450000048,0,0,108,1332,2383,"Friday",108
"149",1927972279,1510,1.039999962,0,0,1.039999962,0,0,48,1392,2229,"Saturday",48
"150",1927972279,0,0,0,0,0,0,0,0,1440,2063,"Sunday",0
"151",1927972279,0,0,0,0,0,0,0,0,1440,2063,"Monday",0
"152",1927972279,0,0,0,0,0,0,0,0,1440,2063,"Tuesday",0
"153",1927972279,0,0,0,0,0,0,0,0,1440,2063,"Wednesday",0
"154",1927972279,0,0,0,0,0,0,0,0,966,1383,"Thursday",0
"155",2022484408,11875,8.340000153,3.309999943,0.7699999809,4.260000229,42,14,227,1157,2390,"Tuesday",283
"156",2022484408,12024,8.5,2.99000001,0.1000000015,5.409999847,43,5,292,1100,2601,"Wednesday",340
"157",2022484408,10690,7.5,2.480000019,0.2099999934,4.820000172,32,3,257,1148,2312,"Thursday",292
"158",2022484408,11034,8.029999733,1.940000057,0.3100000024,5.78000021,27,9,282,1122,2525,"Friday",318
"159",2022484408,10100,7.090000153,3.150000095,0.5500000119,3.390000105,41,11,151,1237,2177,"Saturday",203
"160",2022484408,15112,11.39999962,3.869999886,0.6600000262,6.880000114,28,29,331,1052,2782,"Sunday",388
"161",2022484408,14131,10.06999969,3.640000105,0.1199999973,6.300000191,48,3,311,1078,2770,"Monday",362
"162",2022484408,11548,8.529999733,3.289999962,0.2399999946,5,31,7,250,1152,2489,"Tuesday",288
"163",2022484408,15112,10.67000008,3.339999914,1.929999948,5.400000095,48,63,276,1053,2897,"Wednesday",387
"164",2022484408,12453,8.739999771,3.329999924,1.110000014,4.309999943,104,53,255,1028,3158,"Thursday",412
"165",2022484408,12954,9.329999924,4.429999828,0.4199999869,4.46999979,52,10,273,1105,2638,"Friday",335
"166",2022484408,6001,4.210000038,0,0,4.210000038,0,0,249,1191,2069,"Saturday",249
"167",2022484408,13481,10.27999973,4.550000191,1.149999976,4.579999924,37,26,216,1161,2529,"Sunday",279
"168",2022484408,11369,8.010000229,3.329999924,0.2199999988,4.460000038,44,8,217,1171,2470,"Monday",269
"169",2022484408,10119,7.190000057,1.429999948,0.6600000262,5.110000134,55,24,275,1086,2793,"Tuesday",354
"170",2022484408,10159,7.130000114,1.039999962,0.9700000286,5.119999886,19,20,282,1119,2463,"Wednesday",321
"171",2022484408,10140,7.119999886,0.4099999964,1.330000043,5.389999866,6,20,291,1123,2296,"Thursday",317
"172",2022484408,10245,7.190000057,0.4799999893,1.210000038,5.5,21,40,281,1098,2611,"Friday",342
"173",2022484408,18387,12.90999985,0.9399999976,1.399999976,10.56999969,13,23,361,1043,2732,"Saturday",397
"174",2022484408,10538,7.400000095,1.940000057,0.9599999785,4.5,25,28,245,1142,2380,"Sunday",298
"175",2022484408,10379,7.289999962,2.609999895,0.3400000036,4.329999924,36,8,277,1119,2473,"Monday",321
"176",2022484408,12183,8.739999771,3.99000001,0.4600000083,4.28000021,72,14,250,1104,2752,"Tuesday",336
"177",2022484408,11768,8.289999962,2.50999999,0.9300000072,4.849999905,36,27,272,1105,2649,"Wednesday",335
"178",2022484408,11895,8.350000381,2.789999962,0.8600000143,4.699999809,55,20,253,1112,2609,"Thursday",328
"179",2022484408,10227,7.179999828,1.870000005,0.6700000167,4.639999866,24,17,295,1104,2498,"Friday",336
"180",2022484408,6708,4.710000038,1.610000014,0.07999999821,3.019999981,20,2,149,1269,1995,"Saturday",171
"181",2022484408,3292,2.309999943,0,0,2.309999943,0,0,135,1305,1848,"Sunday",135
"182",2022484408,13379,9.390000343,2.119999886,1.629999995,5.639999866,35,47,297,1061,2709,"Monday",379
"183",2022484408,12798,8.979999542,2.220000029,1.210000038,5.559999943,57,28,271,1084,2797,"Tuesday",356
"184",2022484408,13272,9.319999695,4.179999828,1.149999976,3.99000001,58,25,224,1133,2544,"Wednesday",307
"185",2022484408,9117,6.409999847,1.279999971,0.6700000167,4.440000057,16,16,236,728,1853,"Thursday",268
"186",2026352035,4414,2.74000001,0.1899999976,0.349999994,2.200000048,3,8,181,706,1459,"Tuesday",192
"187",2026352035,4993,3.099999905,0,0,3.099999905,0,0,238,663,1521,"Wednesday",238
"188",2026352035,3335,2.069999933,0,0,2.049999952,0,0,197,653,1431,"Thursday",197
"189",2026352035,3821,2.369999886,0,0,2.369999886,0,0,188,687,1444,"Friday",188
"190",2026352035,2547,1.580000043,0,0,1.580000043,0,0,150,728,1373,"Saturday",150
"191",2026352035,838,0.5199999809,0,0,0.5199999809,0,0,60,1053,1214,"Sunday",60
"192",2026352035,3325,2.059999943,0,0,2.059999943,0,0,182,1062,1419,"Monday",182
"193",2026352035,2424,1.5,0,0,1.5,0,0,141,785,1356,"Tuesday",141
"194",2026352035,7222,4.480000019,0,0,4.480000019,0,0,327,623,1667,"Wednesday",327
"195",2026352035,2467,1.529999971,0,0,1.529999971,0,0,153,749,1370,"Thursday",153
"196",2026352035,2915,1.809999943,0,0,1.809999943,0,0,162,712,1399,"Friday",162
"197",2026352035,12357,7.710000038,0,0,7.710000038,0,0,432,458,1916,"Saturday",432
"198",2026352035,3490,2.160000086,0,0,2.160000086,0,0,164,704,1401,"Sunday",164
"199",2026352035,6017,3.730000019,0,0,3.730000019,0,0,260,821,1576,"Monday",260
"200",2026352035,5933,3.680000067,0,0,3.680000067,0,0,288,1018,1595,"Tuesday",288
"201",2026352035,6088,3.769999981,0,0,3.769999981,0,0,286,586,1593,"Wednesday",286
"202",2026352035,6375,3.950000048,0,0,3.950000048,0,0,331,626,1649,"Thursday",331
"203",2026352035,7604,4.710000038,0,0,4.710000038,0,0,352,492,1692,"Friday",352
"204",2026352035,4729,2.930000067,0,0,2.930000067,0,0,233,594,1506,"Saturday",233
"205",2026352035,3609,2.279999971,0,0,2.279999971,0,0,191,716,1447,"Sunday",191
"206",2026352035,7018,4.349999905,0,0,4.349999905,0,0,355,716,1690,"Monday",355
"207",2026352035,5992,3.720000029,0,0,3.720000029,0,0,304,981,1604,"Tuesday",304
"208",2026352035,6564,4.070000172,0,0,4.070000172,0,0,345,530,1658,"Wednesday",345
"209",2026352035,12167,7.539999962,0,0,7.539999962,0,0,475,479,1926,"Thursday",475
"210",2026352035,8198,5.079999924,0,0,5.079999924,0,0,383,511,1736,"Friday",383
"211",2026352035,4193,2.599999905,0,0,2.599999905,0,0,229,665,1491,"Saturday",229
"212",2026352035,5528,3.450000048,0,0,3.450000048,0,0,258,610,1555,"Sunday",258
"213",2026352035,10685,6.619999886,0,0,6.599999905,0,0,401,543,1869,"Monday",401
"214",2026352035,254,0.1599999964,0,0,0.1599999964,0,0,17,1002,1141,"Tuesday",17
"215",2026352035,8580,5.320000172,0,0,5.320000172,0,0,330,569,1698,"Wednesday",330
"216",2026352035,8891,5.510000229,0,0,5.510000229,0,0,343,330,1364,"Thursday",343
"217",2320127002,10725,7.489999771,1.169999957,0.3100000024,6.010000229,13,9,306,1112,2124,"Tuesday",328
"218",2320127002,7275,4.900000095,0,0,4.900000095,0,0,335,1105,2003,"Wednesday",335
"219",2320127002,3973,2.680000067,0,0,2.680000067,0,0,191,1249,1696,"Thursday",191
"220",2320127002,5205,3.50999999,0,0,3.50999999,0,0,245,1195,1801,"Friday",245
"221",2320127002,5057,3.410000086,0,0,3.400000095,0,0,195,1245,1724,"Saturday",195
"222",2320127002,6198,4.179999828,0,0,4.179999828,0,0,249,1191,1852,"Sunday",249
"223",2320127002,6559,4.420000076,0,0.2599999905,4.139999866,0,7,260,1173,1905,"Monday",267
"224",2320127002,5997,4.039999962,0,0.3799999952,3.660000086,0,11,228,1201,1811,"Tuesday",239
"225",2320127002,7192,4.849999905,0,0.4900000095,4.340000153,0,11,283,1146,1922,"Wednesday",294
"226",2320127002,3404,2.289999962,0.05999999866,0.4199999869,1.809999943,1,10,127,1302,1610,"Thursday",138
"227",2320127002,5583,3.75999999,0,0,3.75999999,0,0,266,1174,1851,"Friday",266
"228",2320127002,5079,3.420000076,0,0,3.420000076,0,0,242,1129,1804,"Saturday",242
"229",2320127002,4165,2.809999943,0,0,2.799999952,0,0,204,1236,1725,"Sunday",204
"230",2320127002,3588,2.420000076,0.2300000042,0.200000003,1.99000001,3,5,152,1280,1654,"Monday",160
"231",2320127002,3409,2.299999952,0,0,2.299999952,0,0,147,1293,1632,"Tuesday",147
"232",2320127002,1715,1.159999967,0,0,1.159999967,0,0,82,1358,1481,"Wednesday",82
"233",2320127002,1532,1.029999971,0,0,1.029999971,0,0,76,1364,1473,"Thursday",76
"234",2320127002,924,0.6200000048,0,0,0.6200000048,0,0,45,1395,1410,"Friday",45
"235",2320127002,4571,3.079999924,0,0,3.069999933,0,0,234,1206,1779,"Saturday",234
"236",2320127002,772,0.5199999809,0,0,0.5199999809,0,0,40,1400,1403,"Sunday",40
"237",2320127002,3634,2.450000048,0.3600000143,0.2099999934,1.879999995,5,6,123,1306,1613,"Monday",134
"238",2320127002,7443,5.019999981,1.49000001,0.3700000048,3.160000086,20,10,206,1204,1878,"Tuesday",236
"239",2320127002,1201,0.8100000024,0,0,0.8100000024,0,0,52,1388,1426,"Wednesday",52
"240",2320127002,5202,3.50999999,0,0.3899999857,3.109999895,0,11,223,1206,1780,"Thursday",234
"241",2320127002,4878,3.289999962,0,0,3.289999962,0,0,204,1236,1742,"Friday",204
"242",2320127002,7379,4.96999979,0,0,4.96999979,0,0,319,1121,1972,"Saturday",319
"243",2320127002,5161,3.480000019,0,0,3.470000029,0,0,247,1193,1821,"Sunday",247
"244",2320127002,3090,2.079999924,0,0,2.079999924,0,0,145,1295,1630,"Monday",145
"245",2320127002,6227,4.199999809,0,0,4.199999809,0,0,290,1150,1899,"Tuesday",290
"246",2320127002,6424,4.329999924,0,0,4.329999924,0,0,300,1140,1903,"Wednesday",300
"247",2320127002,2661,1.789999962,0,0,1.789999962,0,0,128,830,1125,"Thursday",128
"248",2347167796,10113,6.829999924,2,0.6200000048,4.199999809,28,13,320,964,2344,"Tuesday",361
"249",2347167796,10352,7.010000229,1.659999967,1.940000057,3.410000086,19,32,195,676,2038,"Wednesday",246
"250",2347167796,10129,6.699999809,0.01999999955,2.74000001,3.940000057,1,48,206,705,2010,"Thursday",255
"251",2347167796,10465,6.920000076,0.0700000003,1.419999957,5.429999828,1,24,284,720,2133,"Friday",309
"252",2347167796,22244,15.07999992,5.449999809,4.099999905,5.53000021,66,72,268,968,2670,"Saturday",406
"253",2347167796,5472,3.619999886,0.07999999821,0.2800000012,3.25999999,1,7,249,508,1882,"Sunday",257
"254",2347167796,8247,5.449999809,0.7900000215,0.8600000143,3.789999962,11,16,206,678,1944,"Monday",233
"255",2347167796,6711,4.440000057,0,0,4.440000057,0,7,382,648,2346,"Tuesday",389
"256",2347167796,10999,7.269999981,0.6800000072,1.809999943,4.78000021,11,43,269,1011,2198,"Wednesday",323
"257",2347167796,10080,6.75,1.850000024,1.529999971,3.380000114,23,26,208,761,2048,"Thursday",257
"258",2347167796,7804,5.159999847,0.5600000024,1.679999948,2.920000076,9,27,206,781,1946,"Friday",242
"259",2347167796,16901,11.36999989,2.779999971,1.450000048,7.150000095,32,35,360,591,2629,"Saturday",427
"260",2347167796,9471,6.260000229,0,0,6.260000229,0,0,360,584,2187,"Sunday",360
"261",2347167796,9482,6.380000114,1.269999981,0.5199999809,4.599999905,15,11,277,653,2095,"Monday",303
"262",2347167796,5980,3.950000048,0,0,3.950000048,0,0,227,732,1861,"Tuesday",227
"263",2347167796,11423,7.579999924,1.860000014,0.400000006,5.320000172,26,9,295,623,2194,"Wednesday",330
"264",2347167796,5439,3.599999905,0,0,3.599999905,0,0,229,764,1854,"Thursday",229
"265",2347167796,42,0.02999999933,0,0,0.02999999933,0,0,4,2,403,"Friday",4
"266",2873212765,8796,5.909999847,0.1099999994,0.9300000072,4.880000114,2,21,356,1061,1982,"Tuesday",379
"267",2873212765,7618,5.119999886,0,0.2199999988,4.880000114,0,8,404,1028,2004,"Wednesday",412
"268",2873212765,7910,5.320000172,0,0,5.320000172,0,0,331,1109,1893,"Thursday",331
"269",2873212765,8482,5.699999809,0,0,5.690000057,0,0,448,992,2063,"Friday",448
"270",2873212765,9685,6.650000095,3.109999895,0.01999999955,3.50999999,47,1,305,1087,2148,"Saturday",353
"271",2873212765,2524,1.700000048,0,0.349999994,1.340000033,0,8,160,1272,1529,"Sunday",168
"272",2873212765,7762,5.239999771,0.0700000003,0.2800000012,4.889999866,1,6,311,1122,1890,"Monday",318
"273",2873212765,7948,5.369999886,0,0,5.360000134,0,0,389,1051,1956,"Tuesday",389
"274",2873212765,9202,6.300000191,1.50999999,0.1199999973,4.659999847,22,5,378,1035,2094,"Wednesday",405
"275",2873212765,8859,5.980000019,0.1299999952,0.3700000048,5.46999979,2,10,371,1057,1970,"Thursday",383
"276",2873212765,7286,4.900000095,0.4600000083,0,4.420000076,46,0,366,1028,2241,"Friday",412
